date,open,high,low,close,volume,Name
2013-11-07,74.2256,74.7414,73.1971,73.2131,65655100,AAPL
2013-11-08,73.5114,74.4471,73.2271,74.3656,69829543,AAPL
2013-11-11,74.2842,74.5242,73.4871,74.1496,56863303,AAPL
2013-11-12,73.9528,74.8456,73.8571,74.2871,51114651,AAPL
2013-11-13,73.9999,74.6071,73.8514,74.3762,49304927,AAPL
2013-11-14,74.6871,75.6114,74.5528,75.4514,70605087,AAPL
2013-11-15,75.2256,75.5842,74.9271,74.9986,79479764,AAPL
2013-11-18,74.9985,75.3128,74.0285,74.0898,61236224,AAPL
2013-11-19,74.1471,74.7685,73.9956,74.2214,52234707,AAPL
2013-11-20,74.1756,74.3456,73.4756,73.5714,48545798,AAPL
2013-11-21,73.9428,74.4585,73.3814,74.4479,65506861,AAPL
2013-11-22,74.2171,74.5942,74.0756,74.2571,55931232,AAPL
2013-11-25,74.4314,75.1242,74.4285,74.8199,57348403,AAPL
2013-11-26,74.8742,76.5914,74.8571,76.1999,100345728,AAPL
2013-11-27,76.6156,77.9999,76.1999,77.9942,90861841,AAPL
2013-11-29,78.4971,79.7613,78.2585,79.4385,79532215,AAPL
2013-12-02,79.7142,80.6185,78.6885,78.7471,118135885,AAPL
2013-12-03,79.7571,80.9113,79.6685,80.9031,112741734,AAPL
2013-12-04,80.7856,81.3128,80.1171,80.7142,94452666,AAPL
2013-12-05,81.8071,82.1622,80.9156,81.1286,111895315,AAPL
2013-12-06,80.8271,80.9642,79.9385,80.0028,86088352,AAPL
2013-12-09,80.1285,81.3685,80.1285,80.9185,80123533,AAPL
2013-12-10,80.5113,81.1256,80.1713,80.7928,69567610,AAPL
2013-12-11,80.9999,81.5671,79.9556,80.1942,89929693,AAPL
2013-12-12,80.3058,80.7628,80.0042,80.0771,65572318,AAPL
2013-12-13,80.4071,80.4113,79.0956,79.2042,83205283,AAPL
2013-12-16,79.2885,80.3769,79.2871,79.6428,70648452,AAPL
2013-12-17,79.4013,79.9199,79.0535,79.2842,57475649,AAPL
2013-12-18,78.5285,78.7785,76.9714,78.6813,141465807,AAPL
2013-12-19,78.4999,78.5713,77.6757,77.7799,80239369,AAPL
2013-12-20,77.9185,78.8013,77.831,78.4314,109103435,AAPL
2013-12-23,81.1428,81.5313,80.3942,81.4413,125326831,AAPL
2013-12-24,81.4128,81.6971,80.8613,81.0956,41888735,AAPL
2013-12-26,81.1571,81.3571,80.4822,80.5571,51002035,AAPL
2013-12-27,80.5456,80.6299,79.9285,80.0128,56471317,AAPL
2013-12-30,79.6371,80.0128,78.9029,79.2171,63407722,AAPL
2013-12-31,79.1671,80.1828,79.1428,80.1456,55819372,AAPL
2014-01-02,79.3828,79.5756,78.8601,79.0185,58791957,AAPL
2014-01-03,78.9799,79.0999,77.2042,77.2828,98303870,AAPL
2014-01-06,76.7785,78.1142,76.2285,77.7042,103359151,AAPL
2014-01-07,77.7599,77.9942,76.8464,77.1481,79432766,AAPL
2014-01-08,76.9728,77.9371,76.9556,77.6371,64686685,AAPL
2014-01-09,78.1142,78.1228,76.4785,76.6455,69905199,AAPL
2014-01-10,77.1185,77.2571,75.8728,76.1342,76320664,AAPL
2014-01-13,75.7014,77.4999,75.6971,76.5328,94860843,AAPL
2014-01-14,76.8885,78.1042,76.8085,78.0556,83734371,AAPL
2014-01-15,79.0742,80.0285,78.8085,79.6228,98472619,AAPL
2014-01-16,79.2713,79.5499,78.8113,79.1785,57471330,AAPL
2014-01-17,78.7828,78.8671,77.1285,77.2385,108426689,AAPL
2014-01-21,77.2842,78.5813,77.2028,78.4385,82255544,AAPL
2014-01-22,78.702,79.6128,78.2585,78.7871,95219334,AAPL
2014-01-23,78.5628,79.4999,77.8294,79.4542,100978346,AAPL
2014-01-24,79.1428,79.3742,77.8214,78.0099,108384437,AAPL
2014-01-27,78.5813,79.2571,77.9642,78.6428,144219152,AAPL
2014-01-28,72.6799,73.5714,71.7242,72.3571,266833581,AAPL
2014-01-29,71.9928,72.4814,71.2314,71.5356,125942796,AAPL
2014-01-30,71.7914,72.3571,70.9571,71.3974,169762789,AAPL
2014-01-31,70.7399,71.6471,70.5071,71.5142,116336444,AAPL
2014-02-03,71.8014,72.5328,71.3285,71.6471,100620772,AAPL
2014-02-04,72.2642,72.7799,71.8228,72.6842,94273543,AAPL
2014-02-05,72.3656,73.6114,72.3216,73.2271,82322156,AAPL
2014-02-06,72.8656,73.3571,72.5442,73.2156,64497223,AAPL
2014-02-07,74.4828,74.7042,73.9114,74.2399,93638601,AAPL
2014-02-10,74.0942,75.9985,73.9999,75.5699,86451022,AAPL
2014-02-11,75.8014,76.8214,75.6428,76.5656,70672252,AAPL
2014-02-12,76.7071,77.0799,76.1771,76.5599,77127064,AAPL
2014-02-13,76.3799,77.8356,76.3142,77.7756,76960156,AAPL
2014-02-14,77.4956,77.9971,77.3156,77.7128,68468036,AAPL
2014-02-18,77.9999,78.7413,77.9442,77.9985,65306248,AAPL
2014-02-19,77.8214,78.1271,76.3356,76.7671,78554420,AAPL
2014-02-20,76.1414,76.7142,75.5714,75.8785,76529103,AAPL
2014-02-21,76.1132,76.3671,74.9428,75.0356,69757247,AAPL
2014-02-24,74.7356,75.7028,74.6314,75.3642,72364950,AAPL
2014-02-25,75.6256,75.6521,74.4285,74.5799,58247350,AAPL
2014-02-26,74.8014,74.9999,73.6571,73.9071,69131286,AAPL
2014-02-27,73.8771,75.5399,73.7214,75.3814,75557321,AAPL
2014-02-28,75.5828,76.1071,74.5885,75.1771,93074653,AAPL
2014-03-03,74.7742,75.8071,74.6871,75.3942,59667923,AAPL
2014-03-04,75.8571,76.0914,75.3956,75.8914,64884834,AAPL
2014-03-05,75.8456,76.3928,75.5899,76.0514,50065519,AAPL
2014-03-06,76.1128,76.3485,75.4428,75.8214,46423111,AAPL
2014-03-07,75.8699,75.9971,75.1499,75.7771,55415241,AAPL
2014-03-10,75.4799,76.1899,75.4769,75.8456,44691430,AAPL
2014-03-11,76.4928,76.9628,76.0842,76.5842,70198849,AAPL
2014-03-12,76.3585,76.7642,75.9999,76.6585,50195460,AAPL
2014-03-13,76.7771,77.0942,75.5942,75.8071,64435609,AAPL
2014-03-14,75.5414,75.8414,74.7142,74.9556,59299492,AAPL
2014-03-17,75.3856,75.7099,75.1214,75.2485,49886074,AAPL
2014-03-18,75.1285,75.9956,75.0285,75.9142,52411863,AAPL
2014-03-19,76.0371,76.6056,75.5714,75.8942,56188958,AAPL
2014-03-20,75.6985,76.0956,75.3356,75.5285,52099537,AAPL
2014-03-21,75.9899,76.2499,75.1899,76.1242,93612169,AAPL
2014-03-24,76.9171,77.2142,76.4371,77.0271,88924871,AAPL
2014-03-25,77.3571,77.9642,77.0842,77.8556,70573356,AAPL
2014-03-26,78.0742,78.4285,76.9799,77.1114,74942224,AAPL
2014-03-27,77.1449,77.3571,76.4457,76.7799,55507676,AAPL
2014-03-28,76.9028,76.9913,76.3214,76.6942,50141063,AAPL
2014-03-31,77.0328,77.2585,76.5614,76.6771,42167188,AAPL
2014-04-01,76.8228,77.4099,76.6814,77.3785,50189685,AAPL
2014-04-02,77.4828,77.6399,77.1799,77.5071,44792195,AAPL
2014-04-03,77.3414,77.4999,76.8056,76.9699,40648111,AAPL
2014-04-04,77.1156,77.1428,75.7971,75.9742,68812485,AAPL
2014-04-07,75.4314,75.8428,74.5556,74.7814,72462530,AAPL
2014-04-08,75.0271,75.1599,74.0999,74.7771,60971883,AAPL
2014-04-09,74.6628,75.7842,74.5742,75.7599,51542722,AAPL
2014-04-10,75.8114,76.0342,74.7385,74.7828,59912818,AAPL
2014-04-11,74.1428,74.6899,73.8771,74.2299,67975012,AAPL
2014-04-14,74.5571,74.5942,73.8871,74.5256,51445177,AAPL
2014-04-15,74.3242,74.5199,73.0471,73.9942,66622577,AAPL
2014-04-16,74.0071,74.4414,73.4478,74.1442,53732994,AAPL
2014-04-17,74.2856,75.3942,74.1714,74.9914,71106721,AAPL
2014-04-21,75.0485,76.0199,74.8514,75.8814,45668931,AAPL
2014-04-22,75.4728,75.9751,75.2144,75.9569,50664453,AAPL
2014-04-23,75.5799,75.8756,74.9214,74.9642,98735259,AAPL
2014-04-24,81.1728,81.4285,80.1042,81.1099,189978082,AAPL
2014-04-25,80.6471,81.7128,80.5656,81.7056,97568814,AAPL
2014-04-28,81.8285,85.1071,81.7928,84.8699,167371680,AAPL
2014-04-29,84.8199,85.1399,84.2156,84.6185,84344673,AAPL
2014-04-30,84.6628,85.6328,84.2571,84.2985,114220883,AAPL
2014-05-01,84.5713,84.9713,83.7656,84.4971,61052418,AAPL
2014-05-02,84.6199,84.8856,84.2442,84.6542,47878572,AAPL
2014-05-05,84.3056,85.8571,84.2856,85.8513,71766758,AAPL
2014-05-06,85.9713,86.3442,84.9156,84.9156,93641373,AAPL
2014-05-07,85.0356,85.3271,83.9613,84.6185,70715988,AAPL
2014-05-08,84.0356,84.9156,83.7713,83.9985,57574363,AAPL
2014-05-09,83.5056,83.7499,82.9042,83.6488,72899498,AAPL
2014-05-12,83.9271,84.8085,83.9142,84.6899,53324677,AAPL
2014-05-13,84.5713,84.9342,84.3856,84.8228,39934594,AAPL
2014-05-14,84.6328,85.3428,84.5342,84.8385,41600846,AAPL
2014-05-15,84.9571,85.2285,84.0056,84.1171,57711731,AAPL
2014-05-16,84.0899,85.3613,83.6285,85.3585,69091834,AAPL
2014-05-19,85.4071,86.7613,85.3328,86.3699,79439024,AAPL
2014-05-20,86.3585,86.6285,85.8185,86.3871,58708986,AAPL
2014-05-21,86.2613,86.6713,86.0085,86.6156,49249914,AAPL
2014-05-22,86.6571,87.1213,86.2999,86.7528,50218945,AAPL
2014-05-23,86.7499,87.8184,86.6385,87.7328,58052491,AAPL
2014-05-27,87.9828,89.4085,87.9471,89.3756,87216605,AAPL
2014-05-28,89.4313,89.9756,89.1113,89.1442,78921885,AAPL
2014-05-29,89.6928,90.9813,89.6813,90.7685,94118633,AAPL
2014-05-30,91.1399,92.0242,89.8428,90.4285,141005137,AAPL
2014-06-02,90.5656,90.6899,88.9285,89.8071,92337903,AAPL
2014-06-03,89.7799,91.2485,89.7499,91.0771,73231620,AAPL
2014-06-04,91.0628,92.5556,90.8728,92.1171,83870521,AAPL
2014-06-05,92.3142,92.767,91.8013,92.4785,75951141,AAPL
2014-06-06,92.8428,93.037,92.0671,92.2242,87620911,AAPL
2014-06-09,92.7,93.88,91.75,93.7,75414804,AAPL
2014-06-10,94.73,95.05,93.57,94.25,62777042,AAPL
2014-06-11,94.13,94.76,93.47,93.86,45681114,AAPL
2014-06-12,94.04,94.12,91.9,92.29,54748791,AAPL
2014-06-13,92.2,92.44,90.88,91.28,54525280,AAPL
2014-06-16,91.51,92.75,91.45,92.2,35561270,AAPL
2014-06-17,92.31,92.7,91.8,92.08,29726347,AAPL
2018-02-07,163.085,163.4,159.0685,159.54,51608580,AAPL
2013-02-08,78.34,79.72,78.01,78.9,1298137,AAP
2013-02-11,78.65,78.91,77.23,78.39,758016,AAP
2013-02-12,78.39,78.63,77.5132,78.6,876859,AAP
2013-02-13,78.9,79.13,77.85,78.97,1038574,AAP
2013-02-14,78.66,79.72,78.585,78.84,1005376,AAP
2013-02-15,78.83,79.18,77.93,79.0,1247063,AAP
2013-02-19,79.12,81.44,78.57,80.72,1730690,AAP
2013-02-20,80.42,80.94,79.39,79.5,648693,AAP
2013-02-21,79.26,80.05,78.56,79.06,915160,AAP
2013-02-22,79.2,79.46,78.63,79.21,538188,AAP
2013-02-25,79.46,79.74,78.36,78.36,579811,AAP
2013-02-26,78.42,78.925,76.42,77.15,990145,AAP
2013-02-27,77.29,77.58,76.22,77.3,720813,AAP
2013-02-28,77.35,77.59,76.34,76.34,1180713,AAP
2013-03-01,76.37,76.66,75.623,76.37,1272624,AAP
2013-03-04,76.24,77.25,76.1,77.02,1098428,AAP
2013-03-05,77.07,77.49,76.72,76.95,1288012,AAP
2013-03-06,77.1,77.24,75.97,76.18,1255676,AAP
2013-03-07,76.04,76.75,75.7,76.22,965808,AAP
2013-03-08,76.44,77.16,75.6302,76.84,736386,AAP
2013-03-11,76.88,78.06,76.84,77.53,689362,AAP
2013-03-12,77.26,77.66,76.89,77.36,660535,AAP
2013-03-13,77.54,78.85,77.32,78.77,644976,AAP
2013-03-14,78.9,79.12,77.36,77.67,763234,AAP
2013-03-15,77.9,79.59,77.41,79.57,1237958,AAP
2013-03-18,79.09,80.76,79.0101,80.7,1219201,AAP
2013-03-19,80.64,80.9399,79.77,80.07,1370222,AAP
2013-03-20,80.07,80.704,79.8005,80.22,728484,AAP
2013-03-21,79.91,80.72,79.85,80.03,616238,AAP
2013-03-22,80.12,80.44,78.972,79.81,586660,AAP
2013-03-25,79.83,80.94,79.33,80.53,1150900,AAP
2013-03-26,80.86,81.61,80.56,81.6,969581,AAP
2013-03-27,81.02,81.7,80.9601,81.64,551193,AAP
2013-03-28,81.34,83.07,81.29,82.65,1287266,AAP
2013-04-01,82.54,83.03,81.66,82.34,749343,AAP
2013-04-02,82.49,82.9099,81.33,82.83,956279,AAP
2013-04-03,82.8,82.95,81.5,82.12,846044,AAP
2013-04-04,82.2,82.97,81.93,82.2,819476,AAP
2013-04-05,81.62,81.62,80.75,80.95,913888,AAP
2013-04-08,81.0,81.15,80.35,80.63,837488,AAP
2013-04-09,79.97,79.97,78.5,78.71,1462823,AAP
2013-04-10,79.0,81.85,79.0,81.23,1758927,AAP
2013-04-11,81.03,83.37,80.81,83.01,1041745,AAP
2013-04-12,82.96,83.52,81.58,81.99,1009086,AAP
2013-04-15,81.89,82.2,79.99,80.27,1004499,AAP
2013-04-16,80.69,80.97,79.8,80.47,720223,AAP
2013-04-17,80.25,80.25,79.05,79.82,762815,AAP
2013-04-18,79.8,79.86,78.805,78.92,651867,AAP
2013-04-19,79.14,80.69,77.98,79.93,1044797,AAP
2013-04-22,79.85,79.9699,78.75,79.07,564056,AAP
2013-04-23,79.55,81.23,79.53,80.55,653790,AAP
2013-04-24,80.47,81.43,80.47,81.18,663747,AAP
2013-04-25,82.6,84.01,82.05,83.0,1280254,AAP
2013-04-26,83.04,83.26,82.47,82.94,710347,AAP
2013-04-29,83.0,83.58,82.76,83.02,764828,AAP
2013-04-30,83.0,83.93,82.33,83.88,792369,AAP
2013-05-01,83.85,84.97,83.44,84.34,688085,AAP
2013-05-02,84.44,84.98,83.93,84.59,674663,AAP
2013-05-03,85.02,85.74,84.14,84.56,694591,AAP
2013-05-06,84.71,85.05,84.03,84.91,394037,AAP
2013-05-07,85.31,85.7,84.61,85.58,429232,AAP
2013-05-08,85.5,85.87,84.61,85.12,502835,AAP
2013-05-09,84.92,85.7,84.59,84.72,428060,AAP
2013-05-10,84.8,85.97,84.52,85.43,537369,AAP
2013-05-13,85.25,85.38,83.66,85.0,727903,AAP
2013-05-14,85.18,86.23,84.96,86.12,387664,AAP
2013-05-15,85.96,86.54,85.42,86.4,348660,AAP
2013-05-16,86.32,86.92,85.04,85.42,610588,AAP
2013-05-17,85.57,86.46,85.51,86.16,573051,AAP
2013-05-20,85.79,86.98,85.37,86.52,630338,AAP
2013-05-21,87.17,88.74,87.05,87.18,748454,AAP
2013-05-22,87.25,87.33,85.55,85.8,514455,AAP
2013-05-23,84.57,85.42,83.22,84.08,1444650,AAP
2013-05-24,83.75,84.0199,83.12,83.39,589923,AAP
2013-05-28,84.0,84.53,82.87,83.63,543927,AAP
2013-05-29,83.14,83.48,81.81,82.16,770171,AAP
2013-05-30,82.34,82.89,81.58,82.07,525025,AAP
2013-05-31,81.78,83.124,81.51,81.52,493284,AAP
2013-06-03,81.54,82.57,80.3,82.55,917977,AAP
2013-06-04,82.39,83.39,81.88,81.99,548998,AAP
2013-06-05,81.96,82.94,81.53,81.55,472367,AAP
2013-06-06,81.77,83.24,81.635,83.23,343350,AAP
2013-06-07,83.49,84.53,83.18,84.32,541563,AAP
2013-06-10,84.32,84.96,83.39,83.62,369813,AAP
2013-06-11,82.89,83.41,82.6,82.69,486934,AAP
2013-06-12,83.09,83.41,82.04,82.35,461216,AAP
2013-06-13,82.44,83.31,82.2,82.75,467126,AAP
2013-06-14,82.61,83.64,81.64,82.48,521876,AAP
2013-06-17,82.58,83.45,82.11,82.48,521596,AAP
2013-06-18,82.5,83.71,82.14,83.69,345318,AAP
2013-06-19,83.3,84.48,82.44,84.07,1079373,AAP
2013-06-20,83.69,83.8,82.73,82.88,704461,AAP
2013-06-21,83.02,83.08,80.57,80.74,967901,AAP
2013-06-24,79.85,80.87,79.49,80.22,705907,AAP
2013-06-25,80.71,81.57,80.71,81.39,502751,AAP
2013-06-26,80.78,81.05,79.47,79.75,1178594,AAP
2013-06-27,80.22,80.75,79.86,80.02,673139,AAP
2013-06-28,80.01,81.75,79.701,81.17,831563,AAP
2013-07-01,81.72,82.7,81.46,81.89,721391,AAP
2013-07-02,82.0,82.66,81.04,81.47,456597,AAP
2013-07-03,81.22,82.2,81.03,81.99,263283,AAP
2013-07-05,82.62,82.9,81.445,82.58,273918,AAP
2013-07-08,83.1,84.01,82.94,83.72,616938,AAP
2013-07-09,84.02,84.16,83.14,83.2,376874,AAP
2013-07-10,83.25,83.31,82.6,82.75,829283,AAP
2013-07-11,83.5,83.72,82.71,82.76,788696,AAP
2013-07-12,82.93,83.325,82.33,82.67,505599,AAP
2013-07-15,82.9,83.48,82.13,83.38,461123,AAP
2013-07-16,83.29,83.65,81.85,82.38,450224,AAP
2013-07-17,82.55,82.8899,81.44,81.49,460785,AAP
2013-07-18,81.5,82.658,81.4,82.5,1015370,AAP
2013-07-19,82.15,82.74,82.01,82.21,355861,AAP
2013-07-22,82.05,82.99,81.58,82.75,548236,AAP
2013-07-23,82.99,83.59,82.46,82.7,584942,AAP
2013-07-24,82.82,82.95,81.27,81.53,517905,AAP
2013-07-25,81.9,82.46,81.05,82.22,925230,AAP
2013-07-26,82.93,83.43,82.38,82.64,620011,AAP
2013-07-29,82.61,82.88,81.93,82.33,332070,AAP
2013-07-30,82.53,82.8,82.15,82.19,482674,AAP
2013-07-31,82.25,83.07,82.01,82.49,521429,AAP
2013-08-01,83.17,83.72,82.47,83.43,912861,AAP
2013-08-02,83.29,83.52,82.83,83.47,412701,AAP
2013-08-05,83.19,83.8,82.9,83.41,445654,AAP
2013-08-06,83.42,83.42,82.5,83.18,637594,AAP
2013-08-07,82.82,82.93,81.82,82.29,996410,AAP
2013-08-08,83.0,83.14,79.33,81.65,2492117,AAP
2013-08-09,81.34,83.24,81.06,83.17,1403632,AAP
2013-08-12,83.14,83.5,82.41,82.45,687053,AAP
2013-08-13,82.73,84.93,82.41,84.49,1200805,AAP
2013-08-14,84.28,84.67,83.51,83.55,405505,AAP
2013-08-15,82.94,83.27,81.87,81.88,717733,AAP
2013-08-16,81.66,81.86,80.72,80.8,640919,AAP
2013-08-19,80.75,81.43,80.266,80.35,680869,AAP
2013-08-20,80.53,82.09,80.32,81.66,604143,AAP
2013-08-21,81.58,82.22,81.199,81.73,685648,AAP
2013-08-22,81.67,82.25,81.53,81.8,382159,AAP
2013-08-23,82.04,83.17,81.77,83.01,481862,AAP
2013-08-26,83.14,83.9,83.02,83.1,267629,AAP
2013-08-27,82.32,82.61,81.53,81.53,583289,AAP
2013-08-28,81.4,81.74,80.95,81.07,311107,AAP
2013-08-29,81.0,81.59,80.68,81.26,403056,AAP
2013-08-30,80.76,81.13,79.73,80.07,658388,AAP
2013-09-03,81.3499,81.3499,79.41,79.78,904206,AAP
2013-09-04,79.85,80.04,79.35,79.78,854647,AAP
2013-09-05,79.71,80.49,79.71,80.04,296291,AAP
2013-09-06,80.04,80.388,78.91,79.12,546804,AAP
2013-09-09,79.31,79.96,79.31,79.64,406973,AAP
2013-09-10,79.99,81.26,79.925,81.08,727636,AAP
2013-09-11,81.05,81.5495,80.762,81.44,285352,AAP
2013-09-12,81.33,81.5,80.04,80.37,380111,AAP
2013-09-13,80.58,80.58,79.26,79.38,414341,AAP
2013-09-16,80.02,80.21,79.67,79.72,573477,AAP
2013-09-17,79.67,80.15,79.47,79.93,337160,AAP
2013-09-18,80.05,80.42,79.09,80.36,504950,AAP
2013-09-19,80.41,81.07,80.3959,80.71,733293,AAP
2013-09-20,81.17,81.31,80.6,80.65,775517,AAP
2013-09-23,80.57,80.7,79.47,79.79,696196,AAP
2013-09-24,79.6,80.59,79.24,80.1,666192,AAP
2013-09-25,80.13,81.57,79.97,81.46,768894,AAP
2013-09-26,81.6,82.09,81.41,81.68,541448,AAP
2013-09-27,81.2,82.31,81.2,82.06,639580,AAP
2013-09-30,81.34,82.82,81.14,82.68,722681,AAP
2013-10-01,82.7,83.94,82.6,83.48,1005074,AAP
2013-10-02,82.9,83.05,82.0,82.62,437446,AAP
2013-10-03,82.36,82.81,81.28,81.9,423074,AAP
2013-10-04,81.87,83.17,81.86,83.16,281465,AAP
2013-10-07,82.76,82.76,81.65,81.98,455580,AAP
2013-10-08,81.84,82.5,81.04,81.25,494585,AAP
2013-10-09,81.22,81.409,80.28,80.48,530059,AAP
2013-10-10,81.25,81.8,80.57,81.76,483702,AAP
2013-10-11,81.82,82.35,80.88,82.33,504039,AAP
2013-10-14,82.16,83.62,82.0,83.61,405131,AAP
2013-10-15,83.3,83.3,82.25,82.5,585154,AAP
2013-10-16,97.26,99.3,95.15,96.16,7301816,AAP
2013-10-17,96.65,97.97,95.82,97.22,3577604,AAP
2013-10-18,97.35,98.91,97.35,98.7,1300529,AAP
2013-10-21,99.11,99.4,97.77,98.45,615833,AAP
2013-10-22,99.0,99.6,98.04,98.72,779284,AAP
2013-10-23,98.73,99.84,98.3,99.77,498792,AAP
2013-10-24,99.44,99.51,98.501,99.42,767363,AAP
2013-10-25,101.32,102.74,101.02,102.67,826661,AAP
2013-10-28,102.67,102.82,100.85,101.0,617856,AAP
2013-10-29,100.95,101.51,99.97,100.3,952107,AAP
2013-10-30,100.27,100.86,99.03,100.0,729413,AAP
2013-10-31,100.0,101.0,99.18,99.18,981461,AAP
2013-11-01,98.26,100.14,97.27,99.91,977296,AAP
2013-11-04,99.86,100.27,99.32,99.38,675948,AAP
2013-11-05,99.27,100.28,98.52,99.26,618547,AAP
2013-11-06,100.0,100.02,98.14,98.51,687004,AAP
2013-11-07,98.51,99.25,96.58,96.67,651121,AAP
2013-11-08,96.92,97.96,96.65,96.96,426137,AAP
2013-11-11,96.76,99.53,96.76,99.44,728285,AAP
2013-11-12,98.98,99.31,98.5,99.24,419034,AAP
2013-11-13,99.07,100.186,98.905,99.68,367296,AAP
2013-11-14,99.58,99.95,98.14,98.88,288970,AAP
2013-11-15,99.25,99.54,98.69,99.34,402598,AAP
2013-11-18,99.68,99.99,97.9,98.31,407263,AAP
2013-11-19,98.33,98.33,96.99,97.06,476397,AAP
2013-11-20,97.81,98.38,96.758,97.67,308792,AAP
2013-11-21,100.0,100.88,99.16,100.04,949898,AAP
2013-11-22,100.0,100.22,99.205,100.1,915515,AAP
2013-11-25,100.05,100.42,99.15,100.12,750059,AAP
2013-11-26,100.0,102.84,99.95,101.51,2340800,AAP
2013-11-27,102.26,102.67,101.41,102.03,400580,AAP
2013-11-29,101.88,102.11,101.01,101.01,247637,AAP
2013-12-02,101.35,103.4,100.94,103.05,650385,AAP
2013-12-03,102.27,107.24,102.27,107.12,1766605,AAP
2013-12-04,106.25,107.719,104.2525,105.71,1425387,AAP
2013-12-05,104.65,105.62,104.0,104.95,852839,AAP
2013-12-06,106.65,106.9,103.75,104.55,1178242,AAP
2013-12-09,104.75,105.6,103.94,104.33,760599,AAP
2013-12-10,105.47,111.53,105.23,109.45,1707505,AAP
2013-12-11,109.55,109.95,106.89,107.05,1046772,AAP
2013-12-12,106.78,108.08,106.56,107.93,941828,AAP
2013-12-13,110.55,110.55,108.19,109.85,1433137,AAP
2013-12-16,110.01,110.4,108.88,109.27,774387,AAP
2013-12-17,109.63,109.88,108.03,108.46,847233,AAP
2013-12-18,108.85,109.56,106.88,109.27,1104462,AAP
2013-12-19,109.2,109.4788,107.75,108.4,623450,AAP
2013-12-20,108.51,109.96,108.51,109.36,1013949,AAP
2013-12-23,109.78,110.34,109.19,109.84,620027,AAP
2013-12-24,109.77,110.94,109.58,110.28,130712,AAP
2013-12-26,110.17,110.97,109.56,110.17,563408,AAP
2013-12-27,110.3,111.94,109.63,109.92,364175,AAP
2013-12-30,110.34,110.58,108.76,109.63,479664,AAP
2013-12-31,109.8,111.41,109.49,110.68,381268,AAP
2014-01-02,110.36,111.88,109.29,109.74,542711,AAP
2014-01-03,111.23,114.33,110.58,112.88,987718,AAP
2014-01-06,113.1,113.91,111.44,111.8,1030190,AAP
2014-01-07,111.98,113.4,111.63,113.18,922829,AAP
2014-01-08,112.47,113.615,111.91,112.3,777177,AAP
2014-01-09,113.06,114.22,112.71,113.55,486811,AAP
2014-01-10,114.28,115.797,113.64,115.64,678570,AAP
2014-01-13,115.45,115.99,113.77,114.29,941749,AAP
2014-01-14,115.4,117.99,113.82,117.6,819539,AAP
2014-01-15,117.65,119.54,116.71,117.47,978639,AAP
2014-01-16,117.22,118.25,116.15,117.88,609912,AAP
2014-01-17,117.81,119.02,117.085,118.44,692356,AAP
2014-01-21,119.73,120.31,117.96,118.0,821492,AAP
2014-01-22,118.39,118.7099,116.746,117.75,502024,AAP
2014-01-23,116.81,117.53,115.29,116.33,659085,AAP
2014-01-24,116.0,117.01,115.47,115.98,782086,AAP
2014-01-27,116.485,117.2,113.8,115.4,974299,AAP
2014-01-28,115.39,117.66,115.22,116.25,918455,AAP
2014-01-29,115.41,116.61,113.79,113.9,643865,AAP
2014-01-30,115.0,115.89,114.45,115.2,585785,AAP
2014-01-31,115.23,116.03,113.7,114.81,807498,AAP
2014-02-03,115.44,115.648,109.58,110.22,1327827,AAP
2014-02-04,110.97,112.11,110.1,110.25,1086059,AAP
2014-02-05,109.86,112.22,109.65,110.75,1719300,AAP
2014-02-06,121.5,127.09,120.0,124.86,3374211,AAP
2014-02-07,125.63,128.1,124.56,125.0,1697974,AAP
2014-02-10,124.52,125.43,123.0,123.32,1118532,AAP
2014-02-11,123.47,125.87,123.14,125.44,927637,AAP
2014-02-12,125.55,126.68,124.29,124.96,663320,AAP
2014-02-13,125.2,127.0,123.84,126.26,802294,AAP
2014-02-14,126.71,127.5,125.61,127.34,788744,AAP
2014-02-18,127.18,128.32,126.09,126.79,1020332,AAP
2014-02-19,126.54,127.482,125.725,125.94,1096160,AAP
2014-02-20,125.98,128.06,125.77,127.56,882740,AAP
2014-02-21,127.31,128.48,127.31,127.92,884094,AAP
2014-02-24,128.31,129.1,126.33,126.5,1050651,AAP
2014-02-25,126.64,127.83,125.38,125.5,823047,AAP
2014-02-26,126.09,126.82,124.5,125.79,1105495,AAP
2014-02-27,125.82,126.09,124.43,125.03,888073,AAP
2014-02-28,125.05,128.44,125.05,127.36,1037731,AAP
2014-03-03,125.92,127.18,125.13,126.28,777204,AAP
2014-03-04,128.33,129.99,126.16,126.42,1126458,AAP
2014-03-05,126.42,126.71,125.081,125.59,692736,AAP
2014-03-06,126.23,127.32,125.86,126.74,715091,AAP
2014-03-07,127.03,128.13,126.46,126.8,530257,AAP
2014-03-10,126.82,127.87,125.96,126.78,612844,AAP
2014-03-11,127.25,128.49,126.48,126.94,1022210,AAP
2014-03-12,125.86,127.01,125.26,126.49,985970,AAP
2014-03-13,126.91,126.91,123.81,124.56,754192,AAP
2014-03-14,124.45,125.48,123.87,124.6,521611,AAP
2014-03-17,125.61,126.5,124.86,126.3,607672,AAP
2014-03-18,126.19,126.19,124.65,125.95,802247,AAP
2014-03-19,125.84,126.5,123.4835,124.52,575494,AAP
2014-03-20,124.37,125.07,123.365,124.75,588664,AAP
2014-03-21,125.58,127.9199,124.31,126.33,1985663,AAP
